@relation creditcard-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute scaled_amount numeric
@attribute scaled_time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Class {0,1}

@data
0.069862,-0.141424,-0.789159,1.481657,1.79824,0.799844,-0.268851,-0.467086,0.677,-0.241483,-0.728454,0.311903,0.018016,0.468913,1.405159,-0.100007,1.741126,-0.53565,0.158256,-0.321626,1.704623,0.373953,-0.180179,-0.480296,-0.119608,0.417326,-0.022475,0.354663,-0.093205,0.136935,0
12.204974,-0.438287,-0.483383,-3.410009,0.335102,1.473867,-2.281636,0.577456,0.09606,0.038442,-0.399566,0.374882,0.445762,0.746298,-0.184123,-0.129966,-1.14916,-1.33181,0.015668,1.759213,-0.780057,1.209901,0.036343,-1.210764,-0.680022,0.312091,-0.046823,-0.548102,-0.075243,0.182517,0
1.296772,0.989638,1.824569,-0.581413,-1.052696,0.448273,-0.236417,-0.354866,-0.126964,-0.054496,0.602505,0.230359,0.348854,0.625949,-0.409812,0.406371,-0.346411,0.447141,-0.81213,0.330253,0.303336,-0.021282,0.04022,-0.005161,0.068725,-0.479818,-0.220807,0.227329,-0.065821,-0.051855,0
-0.171021,0.958576,-1.330616,2.00895,-1.894381,-0.80389,0.316046,-0.208629,-0.188092,1.268678,-0.426935,-0.182426,-0.346803,1.085488,0.789644,1.25921,-0.279932,0.334322,-0.607859,0.994178,0.592716,0.000394,0.428728,1.199246,-0.055255,-0.105143,-0.496087,-0.20479,0.34496,0.236159,0
-0.041777,0.758177,2.339887,-1.505057,-1.489583,-1.920107,-0.671045,0.274368,-1.300189,0.119036,-1.177245,1.789452,-0.485875,-1.368317,-1.212539,0.079069,-0.569071,-0.086007,0.030202,0.833072,0.49941,-0.499246,-0.207779,-0.202849,0.157071,-0.422883,-0.112782,-0.138977,-0.008336,-0.070055,0
2.290485,-0.260491,-1.132166,0.154341,1.703347,0.289246,-0.739169,0.577035,0.492724,-0.970972,-1.716673,0.999102,1.394085,-0.210846,-0.704594,0.320226,0.945053,-2.008366,0.289835,1.646095,-0.128389,-0.662348,0.507291,-0.211054,-0.183379,0.192719,0.192676,-0.137655,-0.013464,-0.148631,0
0.879139,0.460562,-0.883963,1.009468,-0.431323,-0.810075,0.64337,-0.315116,0.972895,0.032852,0.474234,-0.808338,1.130963,0.338648,-0.795272,-1.635427,-1.000112,0.234722,0.872911,0.646644,0.070932,0.039931,-0.262622,-0.486746,-0.131335,0.557321,0.256809,-0.130884,0.078122,0.203418,0
-0.097667,0.437888,2.290976,-1.487494,-0.611498,-1.459028,-1.667697,-0.835689,-1.368717,-0.105678,-0.804076,1.594516,-1.286913,-1.552345,-1.013839,-0.251494,0.140354,-0.413165,0.559053,0.119653,-0.253075,-0.556884,-0.165261,0.017481,0.28436,-0.144545,-0.335847,-0.162762,0.021961,-0.050483,0
-0.118206,-0.287277,1.192071,-0.21664,0.56615,-0.215654,-0.651672,-0.255139,-0.466438,0.187302,0.31163,-0.054195,1.488635,0.364471,-1.161865,0.591503,0.934082,0.366866,-0.269268,-0.225368,-0.032128,-0.157262,-0.067098,-0.245281,0.126209,0.048165,-0.026014,0.920514,-0.066287,-0.006306,0
-0.143915,-0.058329,1.313739,0.335801,-0.04472,0.496105,0.044764,-0.590212,0.076283,-0.155524,0.075997,-0.284565,-0.801332,0.006867,0.465126,-0.355974,1.145359,0.719184,-0.315719,-0.036373,0.117119,-0.045814,-0.341201,-0.977478,0.023666,-0.493123,0.330925,0.146074,-0.023743,0.022663,0
0.195752,0.510174,1.949729,-0.724009,-1.732179,-0.786074,1.731702,3.776834,-1.141204,1.022613,0.931033,0.002137,-0.022818,0.427474,-0.01008,0.091141,0.953105,0.371317,-0.598611,-0.54568,-0.204915,-0.07202,-0.206912,-0.64059,0.444942,0.697768,-0.607242,0.292244,-0.018808,-0.045877,0
1.760654,-0.087289,-1.61718,1.080245,0.800018,-0.779356,-1.238902,0.75741,0.344121,-0.438145,-1.032038,2.063921,1.518901,-0.595126,-0.192223,-0.312003,1.216474,0.287938,0.748931,-1.122948,2.510617,-0.096561,0.248868,0.211745,-0.249477,-0.283068,-0.055245,-0.181785,-1.648787,-0.000975,0
0.220064,-0.531849,-0.283394,0.058813,1.94207,-1.288482,-0.847611,-0.500089,0.160476,-0.223761,-1.303436,0.708749,1.246956,0.07029,0.01959,-0.164278,0.221209,-1.130515,-0.404414,1.793751,-0.560236,-0.363766,-0.141743,0.155381,-0.153912,0.570279,-0.350156,1.019734,-0.280039,-0.189747,0
-0.041917,-0.981532,1.323727,-0.313324,-1.001229,-1.234918,1.731522,3.237725,-0.776407,0.829987,0.257832,-0.156846,0.005495,0.065675,0.114248,0.266769,1.43708,0.731997,-0.865035,0.023937,0.39814,0.076311,-0.182175,-0.679468,0.054156,1.054746,0.275092,0.919098,-0.069649,0.004022,0
-0.122817,-0.322227,-0.720952,1.002417,-0.933252,-0.231367,2.611896,3.187937,-0.093415,1.265348,-0.92888,-0.158072,-0.431894,-0.115005,-0.023608,0.872967,1.031563,-0.014792,-0.449743,0.44128,0.849164,0.197676,0.062126,-0.005625,-0.137423,1.002178,-0.010637,-0.337794,0.294012,0.120773,0
0.102697,0.931497,-1.291979,1.616864,-1.929179,-0.337244,3.226655,3.710823,0.49337,-0.003258,-0.081695,1.143855,-0.300575,-0.041343,-0.475636,0.460191,0.112581,-1.277582,0.07576,-0.442595,0.613308,0.245178,0.75912,0.191245,-0.08168,0.695935,0.255497,-0.345507,0.682806,0.483817,0
-0.167528,-0.523708,1.158474,0.092109,0.274288,1.204409,-0.020057,0.303944,-0.126461,0.217614,0.221563,0.080474,0.680213,0.523054,-1.262357,0.460444,-0.650327,-0.380159,-0.043779,-0.241862,0.055435,-0.254228,-0.088873,-0.090836,-0.095254,-0.318006,0.642354,-0.305416,0.029817,-0.001124,0
-0.069862,0.890848,2.0286,-0.166161,-2.962673,-0.573474,2.603431,3.144804,-0.408908,0.782833,0.359194,-0.353874,0.329737,0.183756,-0.271847,-0.596076,0.584653,0.179469,0.474076,-0.497618,-0.142018,-0.108475,-0.348692,-1.000109,0.358188,0.605135,-0.266766,0.21903,-0.040345,-0.041741,0
-0.167668,-0.518715,-0.500941,0.954069,1.562677,-0.19834,0.196903,-0.106854,0.521257,0.213679,-0.67572,-0.188494,1.539443,0.789097,0.048275,0.342948,0.386473,0.096708,-0.372924,-0.320717,-0.054564,0.082025,-0.147859,-0.358561,-0.009479,0.002188,-0.293056,0.083249,0.27913,0.107661,0
-0.113595,0.637124,-1.328853,0.741085,1.201158,-1.04505,1.239607,-1.24886,0.987616,-0.24058,-0.441216,-0.744229,-0.868313,0.556779,1.007426,-0.155301,-0.610049,0.041346,-0.620615,-0.890706,-0.352089,-0.024907,-0.346862,-0.858268,-0.431698,-0.069527,0.663378,0.250381,0.130819,0.067834,0
2.268269,0.69355,1.771714,-0.893567,-1.9291,0.201194,0.208803,-0.020883,0.063194,-0.039776,0.982098,0.087243,-0.752469,-0.348454,-1.653349,0.764869,-0.164874,0.289515,-0.968121,1.160647,0.631554,0.036318,0.348128,0.766095,-0.378033,-1.366108,0.385431,0.056291,-0.057265,-0.056957,0
2.892413,-0.016389,-2.170246,-1.094786,1.787409,-0.233098,-0.77755,0.135116,-0.18668,0.771371,-1.53825,-0.338268,0.727869,0.482934,-0.274097,0.299422,-0.684609,-1.260887,0.010072,1.692249,-1.840835,0.049115,0.14928,0.099116,0.230612,0.176405,0.494905,-0.323882,-0.077097,-0.138824,0
-0.020819,0.727526,-0.592056,0.103611,1.114337,-0.692955,0.414666,-0.086889,0.321588,-0.013426,-1.563366,0.159083,0.144335,0.505388,0.46252,0.055994,-0.959194,-2.544754,0.295389,1.765002,0.885169,-0.249106,-0.127936,0.272752,-0.566034,-0.353054,0.952869,0.254087,0.067689,0.047897,0
0.396675,-0.390766,1.106457,0.182912,0.356871,1.178793,-0.309888,-0.67893,0.173416,-0.105701,0.004203,-0.036743,0.061536,0.200084,-0.416228,0.513812,1.190004,-0.317723,-0.008391,-0.657431,-0.861493,-0.13291,0.095031,0.253474,-0.057653,0.405131,0.546082,-0.321714,0.021412,0.025967,0
0.218108,-0.229734,1.193004,-0.265677,0.247751,-0.910599,-0.844402,-1.198887,-0.100648,-0.085038,1.034694,-0.755142,1.55948,0.780058,-1.237868,0.819288,1.10732,-0.309553,-0.34879,0.536397,0.741578,-0.134665,0.009639,-0.004574,-0.041987,0.504657,0.516469,-0.766254,0.034234,0.018493,0
-0.167668,0.453254,-0.146696,1.031631,0.149505,0.896339,0.979256,-0.085111,0.920344,-0.524437,-0.276037,0.818758,1.551784,0.176429,-0.02645,-1.080531,0.786708,-0.858317,1.018237,0.554983,2.989574,0.410875,-0.307835,-0.305626,0.163654,0.701675,-1.099403,0.426603,-0.235259,-0.188166,0
3.118905,-0.706849,-1.667739,-0.260171,2.56612,1.421073,-0.510644,1.184397,0.525044,0.289006,1.591093,-1.177123,1.591324,-1.23944,1.098488,0.796224,-3.208788,-1.094327,1.365758,-0.415765,0.429729,-0.023122,-0.418917,-0.705318,0.109496,0.157087,0.315914,-0.553003,-0.011908,0.151541,0
-0.131619,0.888123,0.185077,0.932573,-0.706427,-0.69453,1.160848,-0.398753,0.875057,0.019958,0.16436,-0.809742,-1.422975,-0.909326,-0.995048,-0.829773,-0.021336,0.518759,0.245122,0.048096,-0.043461,-0.037233,-0.392215,-1.024267,0.033981,-0.161521,-0.38522,0.162141,0.217356,0.074661,0
-0.111779,-0.511548,1.060336,-0.171373,1.35016,1.229241,-0.906235,0.457292,-0.799588,0.412886,0.742397,-0.050544,1.167726,0.87461,-0.950269,0.044191,-0.1931,-0.038385,-0.098557,0.020154,-0.349752,-0.224176,0.017919,0.224207,0.051957,0.211331,0.258023,-0.406309,0.080721,0.024238,0
3.227749,-0.059915,0.932003,-0.855556,-1.051132,-1.6309,-0.012235,-0.708864,0.623948,-0.285711,0.666588,-0.965361,0.699931,1.087112,0.284022,0.72759,0.814029,-0.200734,-0.671911,0.21188,1.661759,0.452527,-0.217243,-1.119498,-0.29857,-0.815454,0.525125,-0.261193,-0.075893,0.028118,0
0.028084,-0.254171,1.531632,-1.065402,0.106528,-1.623743,-1.146692,-0.247729,-1.067321,-0.018629,-1.960205,1.627576,0.382764,-0.772646,-0.02654,-0.043579,-0.009141,0.063201,-0.008544,0.794619,0.359722,-0.325735,-0.222845,-0.310998,-0.074273,-0.536038,0.447156,-0.170539,0.021021,0.001382,0
0.537935,-0.602138,1.09949,0.091117,0.579668,2.687811,-0.342282,0.102206,-0.142057,0.123018,0.138714,0.556997,-1.805195,-1.064305,-2.043486,0.19556,-0.633718,0.34097,-0.211782,-0.101872,-0.430236,-0.194341,-0.107246,-0.318841,-0.158579,-0.154197,0.605883,0.110541,-0.014097,0.019097,0
0.886125,0.598884,1.946782,0.35803,-2.673064,1.365483,1.353543,-0.520542,0.808193,-0.357723,0.029984,-0.418494,-1.015042,0.258543,0.733691,-1.197893,-0.362383,-0.057908,0.701696,0.164477,-0.19749,-0.006834,-0.032751,0.00452,-0.147926,-0.070894,0.578354,-0.489517,-0.009255,-0.015333,0
-0.167528,0.552961,2.075078,0.062343,-1.288283,0.362588,0.029731,-1.35649,0.3125,-0.452805,0.474685,-0.007909,-0.549958,0.727679,0.866685,0.328322,0.6517,-0.257006,-0.545554,-0.166545,-0.240336,-0.195857,0.254544,0.943552,-0.008129,0.105614,0.294433,-0.113821,-0.014223,-0.056925,0
0.057706,-0.533764,1.127014,0.035869,0.258263,1.220522,-0.047469,0.299679,-0.108636,0.215474,0.230219,0.07512,0.670037,0.488346,-1.328708,0.478095,-0.64167,-0.375642,-0.038531,-0.231165,0.050119,-0.226403,-0.079715,-0.103709,-0.10917,-0.331779,0.633619,-0.306337,0.026416,0.001416,0
1.416934,0.731884,2.028031,-1.933512,0.041291,-1.320349,-2.166502,-0.369881,-1.673711,-0.021826,-0.590714,1.414728,-1.032615,-0.568772,0.755052,-0.930388,0.119144,-0.15818,0.377196,0.181482,-0.437106,-0.219002,-0.076312,0.135856,0.265208,-0.034099,-0.59503,-0.253592,0.052132,-0.012421,0
0.162638,1.023755,-0.513426,0.456349,1.367472,-0.191465,0.305543,1.926371,-0.583761,-0.138742,0.648454,-0.698626,-0.405066,0.171415,-0.170581,-0.081762,1.967884,-0.942142,0.597626,-0.832434,-0.43243,-0.278325,0.994297,0.666731,0.210636,-0.295657,-1.090945,-0.263521,0.372013,0.209579,0
0.138466,-0.495324,-1.085544,0.926795,1.012028,-0.739241,0.308328,-0.265214,0.468692,0.618883,-0.926916,-0.867648,0.882802,0.281324,-1.092356,1.010168,-0.052693,0.547001,-0.437725,-0.467807,-0.385292,-0.224841,-0.306881,-1.298099,0.134362,-0.378063,-0.362784,-0.140312,-0.108036,-0.001969,0
0.256951,0.752608,-1.224149,0.858474,-0.12739,-0.757146,0.956665,-1.02945,1.141153,0.281863,-0.863016,-1.026624,-0.085102,-0.447197,-2.326565,1.469452,-0.970985,-0.416828,-0.191493,0.488829,0.553263,-0.192067,0.227369,0.331933,-0.644419,-0.337492,1.334923,0.058716,-0.173583,-0.103171,0
-0.086628,-0.210115,1.266865,0.481231,-0.119466,1.112353,0.026039,-1.193853,0.555428,-0.354063,-0.271385,0.044644,-0.370122,0.188277,-0.056153,0.57571,0.688439,-0.21404,-0.30914,-0.362971,-0.254551,-0.148044,0.005526,0.05963,-0.149126,0.405325,0.84888,-0.296838,-0.009259,0.011754,0
0.23753,-0.623884,1.212378,-0.047746,0.443874,0.74434,-0.445079,-0.365848,-0.105497,-0.060878,0.592093,-0.2134,-1.12777,0.22548,-0.131039,-0.101865,-0.078535,-0.028986,-0.171228,-0.534424,0.402308,-0.067336,-0.319495,-0.811763,-0.003105,-0.102224,0.388128,0.21002,-0.021565,0.015654,0
25.876904,-0.099272,-3.322847,-5.516197,-1.317737,-0.747387,-5.778441,2.629895,6.146666,-0.55831,-3.417622,-0.569285,1.18316,-0.70385,0.473959,-0.014525,-0.983052,-0.8808,0.842052,0.586261,-0.372753,3.774883,1.100918,0.348952,4.250515,0.005487,0.579645,-0.207976,-0.496879,0.258357,0
0.936286,-0.060703,1.034943,0.106735,0.222182,1.35775,-0.247572,-0.620129,0.350201,-0.149328,-0.297811,0.115155,1.319871,1.314998,0.220168,0.384917,-0.767024,-0.251409,-0.312106,-0.050888,0.055224,0.021948,0.081728,0.208901,-0.207494,0.567963,0.769086,-0.300404,-0.005766,0.01994,0
0.279307,-0.172368,1.286656,0.199965,-0.115065,-0.029054,-0.012919,-1.001916,0.426859,-0.363742,-0.224205,-0.183288,-0.382446,0.766378,1.354676,0.154366,0.754105,0.207035,-0.452707,-0.995049,0.450785,0.07304,-0.446792,-1.335053,0.109429,-0.071626,0.199056,0.646655,-0.098361,0.005746,0
1.411346,0.995559,2.07711,-1.889726,-1.033251,-1.692791,-1.250523,0.174512,-1.382521,0.124724,-1.088627,1.701072,0.078762,-0.937539,-0.818776,-0.102667,-0.492693,-0.070089,0.13666,0.778627,0.158591,-0.271634,-0.077413,-0.041254,0.162704,0.168786,-0.32934,-0.202534,-0.006632,-0.038365,0
1.352662,-0.406685,0.994219,-0.26418,0.63927,0.621953,-0.734093,-0.445315,-0.156155,-0.017767,-0.015018,0.04555,1.397263,1.053087,0.377774,0.271237,0.437705,0.609397,-0.740309,0.358422,-0.059558,0.149417,0.127305,0.144001,-0.111445,0.372781,0.278715,0.317517,-0.037516,0.028627,0
-0.023334,0.850106,1.861438,1.008959,-2.012614,4.491723,1.026778,0.008482,-0.095693,0.184849,-0.170348,-0.367786,-0.934497,-1.746477,-1.906633,-4.21249,-1.295451,1.875575,2.823807,1.649591,-1.789435,-0.247358,-0.176061,-0.314546,0.034735,0.182209,0.094976,0.117343,0.029816,0.047886,0
2.753947,-0.596205,-2.078081,0.548543,1.701743,1.202504,-1.635532,0.267719,0.354879,0.555829,-0.077544,-0.64243,-0.927933,0.006702,-0.02341,0.044185,0.941283,0.183415,0.066598,0.415194,0.600256,-0.523097,-0.052526,0.337711,0.38877,0.396166,0.374794,-0.274109,-0.260786,-0.437771,0
0.209725,0.676492,2.005645,-0.791801,-1.916535,-0.55628,0.517152,0.679606,-0.215944,0.134908,-0.892842,0.95479,0.875275,0.661862,-0.320949,0.634751,-0.445494,-2.739978,0.736609,-0.276161,-1.293046,-0.704843,-0.237915,0.016204,0.145806,-1.399578,-0.106632,0.708488,-0.032227,-0.096315,0
-0.169065,0.68844,2.032448,-0.022721,-1.429822,0.132413,0.351459,-0.541265,0.121327,-0.170956,0.236004,0.152011,1.155672,1.272293,0.556026,0.564521,0.068081,-0.085251,-0.744407,0.300096,-0.015483,-0.17651,0.30459,1.006161,0.027098,0.756044,0.257735,-0.160604,-0.021378,-0.060979,0
0.125891,-0.545735,-1.270414,-0.724967,1.952693,0.155589,0.908796,0.278143,-0.137787,0.038018,0.588239,-0.353384,-1.185733,0.383788,1.0826,-0.955911,0.245897,-0.113542,-0.370337,-0.367301,0.182341,0.02053,-0.059405,0.356225,0.511902,-0.714071,-0.420289,0.379984,-0.067049,-0.061966,0
1.214336,-0.237394,1.253064,-0.742236,-0.018005,-0.447585,-0.96243,-1.06967,-0.178927,-0.297893,-0.71342,0.551187,-0.556959,-0.679823,-0.338721,-0.108459,-0.181067,0.554444,0.642977,-1.599715,0.790443,0.204529,0.199907,0.412287,-0.238967,0.439231,0.744687,-0.073486,-0.028542,0.018699,0
1.102138,0.825752,-1.495476,-0.792057,1.452989,0.579866,1.11535,-0.198918,0.042963,0.308842,-0.015919,-0.583848,-0.163479,0.213048,-1.489807,0.148829,-1.735779,-0.990084,0.471832,-0.092672,2.069052,0.464583,-0.198378,-0.836197,0.053107,-0.405732,0.553314,0.410634,-0.051541,0.06678,0
3.046807,0.305122,-1.680184,0.445897,-0.599154,-1.600934,-1.635552,1.943409,-0.655742,1.410999,-0.091739,-0.676197,1.519706,-2.05169,2.381796,1.967955,-0.344887,1.148121,1.551001,-1.402321,0.052336,-0.591296,0.213016,0.649961,0.263085,-1.671932,-1.375921,-0.439377,-0.287484,-0.174787,0
-0.023893,0.942305,-0.365407,1.262181,-0.944339,-0.719446,0.855613,-0.258374,0.526423,0.457492,-0.419472,-0.797723,0.63552,0.75166,0.279138,-0.604182,-0.920048,0.677788,0.186555,0.312451,0.124261,-0.080231,-0.248695,-0.754278,0.140536,0.121452,-0.388438,0.11262,-0.030754,-0.000017,0
3.018164,-0.375611,-1.061499,-0.622568,0.275179,-0.922587,0.730069,-0.252051,1.324736,-0.386646,0.323181,-0.548675,-1.305964,-0.606995,-0.766854,-0.075647,-0.068443,-0.21125,-0.330737,-0.750473,-0.206928,-0.163965,-0.043549,0.174936,-0.087868,-0.67948,-0.554465,0.901922,-0.062666,-0.113126,0
2.628336,-0.985045,0.975983,-0.923703,-0.01838,0.294127,-0.70414,0.016597,-0.245369,0.002482,-1.081399,0.903654,0.232018,-0.075647,-0.379797,0.517205,0.362969,-0.802212,-0.728142,2.077954,-0.589464,-0.158864,-0.328057,-0.970821,-0.19751,-0.575731,0.378208,-0.446725,0.003171,0.045483,0
-0.080061,0.526022,2.261679,-0.614639,-1.626075,-1.03354,-0.226355,-1.095535,-0.225919,-0.324565,-0.589328,0.879443,-0.762825,-0.999887,-0.537259,0.28003,0.365302,0.945156,0.177694,-1.614474,0.730738,-0.066126,0.02462,-0.036974,0.250132,0.639873,-0.053428,-0.340343,-0.056735,-0.058855,0
-0.09082,0.417152,-1.068294,1.80793,-0.864787,1.007985,0.183884,-0.980993,0.582406,0.654718,-0.594142,-0.095489,-1.647306,-0.496876,-1.459182,1.316386,-0.225888,-0.906288,0.574393,-0.121418,0.750195,-0.121249,0.147497,0.493162,-0.185871,-0.105698,0.085444,-0.357529,0.294562,0.157431,0
-0.002236,-0.961302,1.010472,-0.147709,0.544611,0.709368,0.075302,1.129406,-0.350414,0.446698,0.443212,-0.384198,0.566384,0.888253,-0.298751,0.098149,0.868994,-1.637749,1.362969,-2.748143,-1.456953,-0.263873,-0.088707,0.057784,0.176753,-0.607596,0.088825,0.37751,0.047599,0.002166,0
0.020679,-0.042117,1.177885,0.081428,0.078998,1.229074,-0.221788,-0.472195,0.085921,0.031004,0.477654,-0.039078,-0.816732,-0.860895,-2.560213,0.763699,0.546673,-0.59632,0.319039,-0.581497,-0.421056,-0.329485,-0.027646,-0.019971,-0.100651,0.038633,0.687678,-0.240437,0.009281,0.007068,0
-0.117787,-0.561419,-0.234349,1.955419,0.619435,4.564157,0.145567,-0.10092,0.443747,0.395107,-2.362075,1.57433,-0.140474,-0.237781,0.083168,0.923256,0.940527,-0.626302,0.796508,-0.665492,0.325769,0.087646,0.245416,0.787642,0.232679,0.616926,-1.251592,0.194445,0.401437,0.255792,0
-0.17186,-0.414333,-0.152873,0.733032,1.769846,0.589531,0.120721,-0.51197,0.630733,-0.215289,-0.438866,-0.015088,0.219268,-0.041659,-0.098434,0.13185,1.593834,-0.644528,0.24173,-0.781208,0.506687,0.101827,-0.123567,-0.163843,0.118833,0.394655,-0.958277,0.110895,-0.005463,-0.052441,0
0.033394,-0.282472,1.344213,-0.241412,0.2374,0.639961,-0.530958,-0.281444,-0.24087,-0.161226,-0.787867,0.713141,-1.393017,0.202875,0.71256,-0.233182,-0.505933,-1.798241,0.02132,0.937463,-0.573084,-0.505399,-0.517768,-0.811382,-0.086924,-0.163319,0.709638,-0.309708,0.050271,0.020873,0
1.099483,-0.432413,-1.329395,1.725655,-1.181395,0.025305,1.158397,4.947028,-2.539917,-3.840956,-1.135398,-1.33115,-0.622297,0.371193,-0.288484,1.339355,1.199941,0.871561,-0.41465,0.854468,0.213295,1.205006,-2.406465,0.944666,0.427965,0.955877,-0.306704,-0.377415,-0.030535,0.027861,0
2.738717,-0.474131,0.725469,-1.831919,0.828131,-0.495817,-1.103376,2.049588,-1.413581,0.847576,0.107749,0.319612,1.54309,-0.128432,-1.883302,-0.193304,-0.067909,-0.219806,1.753864,-2.729223,-0.398059,0.211969,0.273347,0.539168,-0.032548,-1.028368,-0.095829,-0.147953,0.072227,0.031059,0
-0.033114,0.762594,1.975203,0.58293,-1.068505,3.534537,1.065434,0.680224,0.190697,-0.076623,-1.021181,1.416863,-1.722267,0.212025,1.576779,-0.168917,-0.857625,0.830086,-1.074428,-0.183791,-1.427023,-0.146521,0.256074,0.885884,-0.077178,0.024219,0.368548,0.25463,-0.027781,-0.049583,0
0.414839,0.543233,1.941891,-0.051154,-1.778029,1.241271,0.469804,-0.662244,0.472463,-0.170644,0.199761,0.457963,0.163699,0.065915,-1.863729,1.032758,-1.017532,-0.368625,-0.405528,0.142715,0.189453,-0.311887,0.082538,0.278919,-0.06596,-0.431462,0.405838,-0.484904,-0.03567,-0.072989,0
