@relation creditcard-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute scaled_amount numeric
@attribute scaled_time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Class {0,1}

@data
-0.169065,0.508294,2.031033,-0.162476,-1.469932,0.151158,0.179295,-0.587163,-0.009554,-0.06136,0.5281,0.208671,0.826689,0.24632,-1.373081,0.948438,0.279737,0.00524,-0.63417,0.536774,-0.002459,-0.300109,0.282409,0.848171,0.050253,0.703226,0.192463,-0.15414,-0.033989,-0.065122,0
0.069862,0.890919,-4.330169,3.991023,-4.269741,-0.749442,-1.71404,-0.733826,-1.969786,3.534529,-0.346676,-0.336084,-0.21668,2.025233,0.866732,1.133087,-1.092644,1.415673,1.301802,0.452056,-0.137294,0.082874,-0.181568,-1.01095,0.418062,0.105148,0.118455,0.164635,-0.032127,-0.035026,0
-0.072097,0.411995,2.155754,0.441086,-2.818663,0.210767,1.358608,-0.981341,0.789223,-0.48122,-0.17918,-0.345213,-0.669214,0.233209,1.084761,-0.823161,0.426831,0.190092,0.40696,-0.07336,-0.030568,-0.067839,-0.024445,0.065384,-0.044269,0.004772,0.370465,0.624305,-0.096472,-0.04984,0
-0.153556,0.678066,-1.172183,1.661713,-3.049637,2.555058,3.669035,-3.162998,-5.98564,-2.179935,-1.120292,-3.075558,0.997449,-3.191915,-1.514857,-4.267296,-0.159554,-2.916463,-2.819906,-1.417231,0.325195,0.548106,-0.812098,-0.295361,-5.988806,0.714381,-1.600024,-0.634783,0.822713,0.494375,1
-0.169065,-0.987923,-0.861028,2.020186,-1.254485,0.157925,2.432959,-0.672432,1.434826,-0.31403,-0.197236,-1.236258,-0.279043,-1.17411,-0.043338,-3.985877,0.895503,1.195846,2.103741,1.341688,-1.262182,0.19554,-0.322146,-0.563992,-0.576135,-1.669666,0.681097,-0.356301,-0.014804,-0.024549,0
0.01495,-0.268832,1.292067,-0.07214,-1.10353,-0.547275,2.018017,3.272477,-0.518964,0.805115,-0.054147,-0.004478,-0.028436,0.074154,0.043439,0.428235,1.246796,0.641961,-0.909878,-0.066223,0.251409,0.041553,-0.305988,-1.07531,0.093149,0.992746,0.364963,0.109085,-0.030585,0.01394,0
0.084253,-0.587465,-0.860827,3.13179,-5.052968,5.420941,-2.494141,-1.811287,-5.479117,1.189472,-3.908206,-7.060746,4.729974,-8.629054,1.178798,-11.182063,0.445243,-6.532982,-13.389251,-4.480413,0.432054,1.08576,1.192694,0.090356,-0.341881,-0.215924,1.053032,0.271139,1.3733,0.691195,1
2.552326,0.665273,-6.352337,-2.370335,-4.875397,2.335045,-0.809555,-0.413647,-4.082308,2.239089,-1.98636,-5.165331,2.942939,-4.125722,-0.433094,-3.518131,0.420777,-5.10448,-7.925389,-3.415707,0.718332,0.186898,1.325218,1.226745,-1.485217,-1.470732,-0.240053,0.112972,0.910591,-0.650944,1
0.642588,-0.504969,-1.379328,0.971885,-0.120324,-0.099577,-0.58743,-0.881115,0.307289,0.588658,-0.657271,-0.596969,-1.269756,-0.669081,-1.107089,1.184677,1.11417,0.239712,0.226908,-0.328981,1.304742,-0.328248,-0.284688,-1.182769,0.3544,-0.160539,-0.756849,0.639171,-0.380082,-0.103598,0
3.633086,-0.508635,-14.970346,8.401421,-16.867238,8.252334,-13.56513,-2.782438,-14.263735,9.643419,-7.701499,-14.226698,5.610999,-11.793979,1.598387,-11.60697,-0.04418,-9.286955,-19.899726,-7.518051,1.243517,-1.61466,2.714045,-0.101355,-0.439666,0.519514,0.789328,0.064357,-1.621386,-1.104819,1
4.231941,0.702643,1.495933,-1.054884,-2.159933,0.196856,0.408888,-0.150445,0.664523,-0.257105,0.061937,0.09606,0.439466,1.106025,0.636914,0.494634,-0.742828,0.104227,-0.718735,-0.126619,0.614679,0.509549,0.061461,-0.416887,-0.141855,0.161224,-0.075027,0.469192,-0.161565,-0.025484,0
-0.163476,0.691765,0.052897,0.86464,0.229264,-0.631838,0.516043,-0.950903,0.992301,-0.17231,-0.036919,-0.418342,-1.013722,0.113416,0.047007,0.10543,-0.346312,-0.107142,-0.409815,-0.788929,-0.096513,-0.044437,-0.266288,-0.574983,0.051531,-0.176186,-0.483963,0.153129,0.251065,0.095065,0
-0.167528,0.673625,-2.499942,0.927772,0.286556,0.143266,0.253738,-0.873686,0.434807,0.162406,-0.340627,-0.122357,-1.01552,0.068223,0.009928,0.385473,0.327113,-0.594524,0.417992,-0.674239,1.433955,-0.773504,-0.32291,-0.504496,0.239474,-0.041358,0.556479,0.531118,-0.998799,-0.379012,0
6.232779,-0.510632,-9.001351,6.613284,-12.423635,7.519929,-10.266255,-2.113208,-9.984287,5.541941,-7.383705,-13.215172,6.895181,-13.2797,0.755264,-13.417012,-0.210774,-10.922655,-21.906493,-8.82982,1.852467,-0.645394,1.775891,-1.224758,0.082594,0.452089,0.463827,-0.296928,0.526506,-0.45089,1
-0.181501,-0.005733,-0.937843,3.462889,-6.445104,4.932199,-2.233983,-2.291561,-5.695594,1.338825,-4.322377,-8.099119,7.182967,-9.445943,-0.31462,-12.991466,-0.136359,-6.367524,-12.734394,-3.84513,1.007667,1.129532,1.06655,-0.521657,-0.319917,-0.405859,0.906802,1.165784,1.374495,0.729889,1
-0.167528,-0.4248,1.243848,0.524526,-0.538884,1.209196,0.479538,-0.197429,0.049166,0.037792,0.128119,-0.552903,-0.668359,-0.818804,-0.883832,-0.994581,1.506849,0.624003,0.705794,0.524182,-0.73175,-0.171541,-0.05166,-0.084089,-0.192846,-0.917392,0.681953,-0.194419,0.045917,0.040136,1
1.377812,-0.04086,-0.407968,0.45083,1.078285,1.18496,0.105478,-0.230895,0.815072,-0.019844,-0.631797,-0.222659,-0.283747,-0.192432,-0.208109,0.436206,1.522612,-0.666199,0.215542,-0.244462,0.312185,0.26612,0.226674,0.48392,0.146865,0.070742,-0.061136,-0.222178,0.060221,0.064066,0
0.726561,0.409868,-0.184111,-0.381964,-1.899852,-1.358078,1.213769,-1.635806,1.126522,-0.583689,-1.508858,1.029425,-0.095981,-0.374542,-1.008767,0.930372,-1.636646,-1.943841,-0.386794,1.464469,-0.536012,-0.906313,0.13489,1.034255,0.04026,-0.275833,-1.408538,0.64145,0.042299,0.384458,0
-0.022216,0.10894,-11.397727,7.763953,-18.572307,6.711855,-10.174216,-4.395918,-15.893788,2.083013,-4.988837,-15.346099,7.093182,-14.979755,-0.148288,-9.93568,-1.161999,-11.646834,-18.383852,-7.402731,1.941697,0.208879,0.339007,1.342923,0.239217,0.534644,-0.174965,-0.50024,-1.72206,-0.574339,1
0.266732,0.715531,-1.514641,0.582629,1.025124,0.841628,0.036392,0.357569,-0.428024,0.734682,-0.179283,0.075671,0.460213,0.095606,-0.908456,0.605013,0.599562,0.325173,-0.420296,1.206025,0.512996,-0.106621,0.326977,0.861844,-0.418329,0.70035,-0.119321,-0.426554,0.141451,0.036025,0
1.312142,-0.083,-7.13906,2.773082,-6.757845,4.446456,-5.464428,-1.713401,-6.485365,3.409395,-3.053493,-6.260706,2.394168,-6.163537,0.602851,-5.606346,0.206622,-6.525081,-11.408368,-4.693978,2.431274,-0.616949,1.30325,-0.016118,-0.87667,0.38223,-1.054624,-0.614606,-0.766848,0.409424,1
7.49015,-0.20114,-0.758469,-0.04541,-0.168438,-1.313275,-1.901763,0.739433,3.071892,-0.483422,0.618203,-1.76906,-0.651414,-0.005423,-0.517194,0.21747,0.883559,-1.173978,0.243347,-0.342301,0.687056,-0.0325,0.042619,0.397224,0.072229,-0.242276,0.560916,-0.540955,0.150606,-0.11714,1
0.970798,-0.135221,0.932682,-0.099508,1.042489,2.344843,-0.50885,0.760745,-0.602832,0.464403,-0.280874,0.794248,0.698253,-0.527226,-1.958574,0.627551,0.697106,1.210456,-0.790404,0.472757,-1.154396,-0.11935,0.079275,-0.089649,0.001948,-0.397895,0.054268,-0.052161,0.008837,0.029629,0
3.366355,0.547815,-0.469678,0.664138,-0.454818,-0.088011,0.171895,0.377215,2.261368,-0.807091,0.60752,-0.743045,-0.675437,-0.887246,-0.716423,-2.077123,0.413521,-0.413721,1.184001,0.425834,1.213612,-0.209313,-0.365171,-0.201331,-0.015075,0.305929,-0.564569,-0.074338,-0.290249,-0.329507,0
-0.104793,0.52735,2.044905,-0.208209,-1.109836,0.430415,-0.285277,-1.17287,0.046375,-0.202395,0.826664,0.118776,-1.013947,-0.549687,-1.835325,0.659273,0.295891,-0.074355,-0.123227,-0.725178,0.085855,-0.34464,-0.302947,-0.832701,0.366442,-0.064945,-0.37896,0.207022,-0.080653,-0.063925,0
3.176331,-0.303759,0.867754,-1.309816,0.008912,-1.457092,-0.664266,0.440605,-0.41144,0.087958,1.91658,-1.336299,-1.314124,0.642377,0.781486,-0.312331,1.66789,-0.266767,-0.326942,0.057772,0.834005,0.443209,0.06548,-0.041151,-0.373634,-1.23916,0.407254,0.062111,0.018829,0.050775,0
1.29803,0.397556,-5.961457,5.313382,-6.67432,6.028975,-1.38756,0.670638,-4.128987,-4.765894,-1.005259,0.453505,4.431736,-5.142737,-1.181692,-8.755449,1.004356,-2.065026,-3.261435,0.125223,0.936966,-1.116581,5.556642,-1.501808,1.355172,0.141093,0.077913,0.473988,0.287129,1.468653,1
-0.146989,-0.464544,1.239177,-0.235925,-0.561684,0.165162,1.702848,3.945201,-0.997457,1.02346,0.655515,-0.106559,-0.603301,0.246401,-0.072564,-0.13458,0.242886,0.228432,-0.685704,0.443113,0.140327,-0.03072,0.032253,0.196376,-0.169449,1.032919,0.812898,-0.199506,0.063585,0.022041,0
0.45438,0.456215,-5.904921,4.439911,-8.631802,7.788684,-4.98958,-1.200144,-7.67406,4.125761,-5.315778,-4.891156,4.220419,-6.408301,1.328003,-5.853545,-0.928337,-7.085798,-12.623856,-4.745224,2.797892,-0.505608,1.77503,1.266441,-0.19941,0.01496,-0.000019,0.54421,-1.167566,-1.206354,1
0.146151,-0.480251,1.116657,0.241567,0.889484,2.724886,-0.55526,-0.22921,-0.152237,0.106463,0.019898,0.573206,-1.227517,-0.878764,-2.086735,0.291474,-0.411799,0.373554,-0.126746,-0.429935,-0.572988,-0.26073,-0.302014,-0.900154,0.093157,0.307193,0.302113,-0.175183,-0.007596,0.025594,0
0.248428,-0.620477,1.165554,0.449042,0.575784,2.504516,0.162204,0.309956,0.091743,-0.046141,-0.454405,0.474272,-1.393185,0.658097,1.469503,-0.425561,-0.740449,0.436395,-0.61656,-0.573491,-0.285094,-0.001297,-0.298881,-0.73293,-0.071487,-0.444004,0.550554,-0.11631,0.010836,0.024713,0
-0.167528,-0.902267,-1.585505,3.261585,-4.137422,2.357096,-1.405043,-1.879437,-3.513687,1.515607,-1.207166,-6.234561,5.450746,-7.333714,1.361193,-6.608068,-0.481069,-2.602478,-4.835112,-0.553026,0.351949,0.315957,0.501543,-0.546869,-0.076584,-0.42555,0.123644,0.321985,0.264028,0.132817,1
0.608635,-0.383376,1.279175,-0.740309,0.237167,-0.708134,-1.018867,-0.481517,-0.586557,-0.049286,-0.953729,0.847513,0.773765,0.170871,-0.08902,0.29518,0.306907,-0.914924,-0.4149,1.769881,-0.474215,-0.377231,-0.19568,-0.210359,-0.106487,0.050839,0.291692,1.159248,-0.069611,0.000953,0
-0.041917,-0.509622,-13.897206,6.34428,-14.281666,5.581009,-12.887133,-3.146176,-15.450467,9.060281,-5.486121,-14.67647,5.148352,-10.749592,1.585489,-9.798012,0.733277,-12.675269,-20.740664,-8.153668,5.228342,-1.025228,3.058082,0.94118,-0.23271,0.763508,0.075456,-0.45384,-1.508968,-0.686836,1
2.226212,-0.50571,-3.240187,2.978122,-4.162314,3.869124,-3.645256,-0.126271,-4.74473,-0.065331,-2.168366,-4.758304,3.471098,-6.533107,-0.983469,-6.073989,1.125407,-7.718042,-9.855927,-5.193908,2.042698,-0.224043,2.601441,0.23191,-0.03649,0.04264,-0.43833,-0.125821,0.4213,0.003146,1
4.907084,-0.507366,-16.526507,8.584972,-18.649853,9.505594,-13.793819,-2.832404,-16.701694,7.517344,-8.507059,-14.110184,5.299236,-10.834006,1.67112,-9.373859,0.360806,-9.899247,-19.236292,-8.398552,3.101735,-1.514923,1.190739,-1.12767,-2.358579,0.673461,-1.4137,-0.462762,-2.018575,-1.042804,1
-0.181501,0.289063,0.745153,2.809299,-5.825406,5.835566,0.51232,-0.615622,-2.916576,0.77671,-1.878832,-4.546936,4.698795,-8.507786,0.718249,-7.62871,-2.249578,-2.558669,-5.304624,-0.956938,-0.585322,0.402837,0.284841,-0.874383,-0.083995,-0.651442,0.454594,0.050376,0.756953,0.383869,1
-0.158726,0.127667,-16.30865,11.614801,-19.739386,10.463866,-12.599146,-1.202393,-23.380508,-5.781133,-7.811022,-16.303538,5.573625,-13.635216,-0.483236,-7.352792,-2.392684,-8.728142,-17.598854,-7.455956,0.169741,2.106034,-4.884983,1.14091,1.392953,0.348997,-2.16751,-0.798754,-2.942775,-0.46268,1
9.923432,0.544314,0.46975,-1.237555,-1.767341,4.83349,-0.268715,-0.51276,1.140149,-0.341273,-1.046351,0.085662,-0.000121,-0.054381,0.736192,-2.306645,-0.464003,1.672723,1.165737,0.561323,-2.300798,1.277315,0.303905,-0.647075,-0.373014,0.260801,-0.496566,-0.245973,-0.117858,0.144774,1
0.585441,-0.337042,1.361376,-0.701949,-1.54686,-1.531273,1.609374,3.191594,-0.98228,0.788987,-0.766169,0.164027,0.086282,-0.763848,0.021718,-1.21156,0.251293,1.440276,0.808991,-0.801944,1.025653,0.301062,-0.107775,-0.533566,-0.084835,0.932161,0.6213,-0.2905,0.016464,0.038789,0
0.149364,-0.40699,1.077313,0.069079,0.485032,1.345355,-0.263816,0.010919,-0.051173,0.148398,0.109534,0.055094,1.239576,0.957268,-0.869282,0.40174,-0.740206,-0.555658,0.123393,-0.470887,-0.156037,-0.194943,-0.034452,0.035873,-0.055862,0.216017,0.578927,-0.341847,0.029478,0.009133,0
